2.578542401551251091e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.260000000000000064e-01
2.578542401551251091e-03 4.520000000000000129e-01
2.062833921241001220e-02 6.780000000000000471e-01
7.735627204653750671e-03 9.040000000000000258e-01
2.062833921241001220e-02 1.130000000000000115e+00
5.414939043257627899e-02 1.356000000000000094e+00
6.704210244033254051e-02 1.582000000000000073e+00
7.219918724343496463e-02 1.808000000000000052e+00
1.160344080698063191e-01 2.034000000000000252e+00
1.572910864946263365e-01 2.260000000000000231e+00
1.366627472822163347e-01 2.486000000000000210e+00
1.598696288961775902e-01 2.712000000000000188e+00
1.469769168884213217e-01 2.938000000000000167e+00
1.650267136992800976e-01 3.164000000000000146e+00
2.810611217690864305e-01 3.390000000000000124e+00
4.280380386575077245e-01 3.616000000000000103e+00
3.970955298388919585e-01 3.842000000000000082e+00
5.543866163335190445e-01 4.068000000000000504e+00
1.082987808651525441e+00 4.294000000000000483e+00
5.518080739319677352e-01 4.520000000000000462e+00
0.000000000000000000e+00 4.746000000000000441e+00
0.000000000000000000e+00 4.972000000000000419e+00
0.000000000000000000e+00 5.198000000000000398e+00
0.000000000000000000e+00 5.424000000000000377e+00
0.000000000000000000e+00 5.650000000000000355e+00
0.000000000000000000e+00 5.876000000000000334e+00
0.000000000000000000e+00 6.102000000000000313e+00
0.000000000000000000e+00 6.328000000000000291e+00
0.000000000000000000e+00 6.554000000000000270e+00
0.000000000000000000e+00 6.780000000000000249e+00
0.000000000000000000e+00 7.006000000000000227e+00
0.000000000000000000e+00 7.232000000000000206e+00
0.000000000000000000e+00 7.458000000000000185e+00
0.000000000000000000e+00 7.684000000000000163e+00
0.000000000000000000e+00 7.910000000000000142e+00
0.000000000000000000e+00 8.136000000000001009e+00
0.000000000000000000e+00 8.362000000000000099e+00
0.000000000000000000e+00 8.588000000000000966e+00
0.000000000000000000e+00 8.814000000000000057e+00
0.000000000000000000e+00 9.040000000000000924e+00
0.000000000000000000e+00 9.266000000000000014e+00
0.000000000000000000e+00 9.492000000000000881e+00
0.000000000000000000e+00 9.717999999999999972e+00
0.000000000000000000e+00 9.944000000000000838e+00
0.000000000000000000e+00 1.016999999999999993e+01
0.000000000000000000e+00 1.039600000000000080e+01
0.000000000000000000e+00 1.062199999999999989e+01
0.000000000000000000e+00 1.084800000000000075e+01
0.000000000000000000e+00 1.107399999999999984e+01
