7.498942093324557912e-03 2.223148990969660288e-01
8.659643233600654300e-03 2.311690172267373278e-01
1.000000000000000021e-02 2.402067876756976417e-01
1.154781984689458134e-02 2.475706352777274077e-01
1.333521432163324062e-02 2.595488866621248891e-01
1.539926526059491943e-02 2.700142731055151235e-01
1.778279410038922925e-02 2.788540195026331658e-01
2.053525026457145991e-02 2.884722729157491172e-01
2.371373705661655382e-02 2.929082672106834706e-01
2.738419634264361441e-02 3.037820470742577661e-01
3.162277660168379134e-02 2.965419473964419073e-01
3.651741272548376938e-02 2.924012921575902535e-01
4.216965034285822395e-02 2.991964595388338921e-01
4.869675251658631132e-02 3.000903893824086177e-01
5.623413251903491145e-02 2.986726240952459754e-01
6.493816315762113156e-02 2.961548987034232083e-01
7.498942093324557912e-02 2.995707664764531430e-01
8.659643233600652912e-02 2.955980755803461202e-01
1.000000000000000056e-01 2.949862548781984062e-01
1.154781984689458169e-01 2.921371093067130498e-01
1.333521432163324028e-01 2.969053481048689047e-01
1.539926526059491874e-01 2.978212168851813724e-01
1.778279410038922925e-01 2.946230821184373516e-01
2.053525026457146130e-01 2.887414629904244689e-01
2.371373705661655173e-01 2.847898100242106101e-01
2.738419634264361302e-01 2.953362820905514607e-01
3.162277660168379412e-01 3.101387922477031323e-01
3.651741272548377215e-01 3.140132755254226304e-01
4.216965034285822256e-01 3.236590663401420764e-01
4.869675251658631132e-01 3.338850166436976297e-01
5.623413251903490728e-01 3.350793969580376230e-01
6.493816315762113156e-01 3.393225416990174881e-01
7.498942093324558744e-01 3.435215149417646940e-01
8.659643233600653467e-01 3.404084214083557547e-01
1.000000000000000000e+00 3.530967267311717617e-01
1.154781984689458252e+00 3.428894367940909516e-01
1.333521432163323972e+00 3.398681804643887694e-01
1.539926526059492096e+00 3.331011202873200849e-01
1.778279410038922759e+00 3.001423455248951044e-01
2.053525026457146296e+00 2.193365891945832369e-01
2.371373705661655062e+00 9.450307759767788418e-02
2.738419634264361413e+00 1.008883460591047665e-01
3.162277660168379523e+00 9.962869341919340649e-02
3.651741272548377104e+00 4.736646790323874312e-02
4.216965034285822256e+00 4.723834778993778877e-02
4.869675251658630799e+00 2.861557876217674795e-02
5.623413251903491172e+00 2.187456470433295219e-02
6.493816315762113156e+00 5.388699801432260406e-02
7.498942093324558300e+00 3.543638900787999396e-02
8.659643233600654355e+00 5.714125238798715978e-02
1.000000000000000000e+01 9.088931186503684811e-02
1.154781984689458163e+01 1.037367891876344456e-01
1.333521432163323972e+01 1.397713494838706272e-01
1.539926526059491962e+01 1.384558249361541038e-01
1.778279410038922848e+01 1.115662370955741861e-01
2.053525026457145941e+01 1.276696042558604638e-01
2.371373705661655151e+01 1.287013451948635645e-01
2.738419634264361235e+01 1.331586722411457202e-01
3.162277660168379256e+01 1.279613104065789042e-01
3.651741272548377282e+01 1.089863753246193695e-01
4.216965034285822611e+01 1.233032761968031465e-01
4.869675251658630799e+01 1.151386448791901912e-01
5.623413251903490817e+01 1.135964622595308504e-01
6.493816315762113334e+01 9.689097499972611216e-02
7.498942093324558300e+01 9.545808240196995698e-02
8.659643233600652934e+01 9.638701520252766775e-02
1.000000000000000000e+02 7.470124698397087593e-02
1.154781984689458199e+02 6.823748736878118559e-02
1.333521432163323936e+02 1.044298483271490774e-01
