7.498942093324557912e-03 6.439608345831534519e-01
8.659643233600654300e-03 6.435558045507948632e-01
1.000000000000000021e-02 6.438049550676612220e-01
1.154781984689458134e-02 6.440246410540180211e-01
1.333521432163324062e-02 6.437874206907768793e-01
1.539926526059491943e-02 6.437897964693867214e-01
1.778279410038922925e-02 6.433522213189311056e-01
2.053525026457145991e-02 6.439040335803699611e-01
2.371373705661655382e-02 6.436301186144691711e-01
2.738419634264361441e-02 6.435324190308436831e-01
3.162277660168379134e-02 6.433111043431544163e-01
3.651741272548376938e-02 6.436565933424565067e-01
4.216965034285822395e-02 6.434559846420790929e-01
4.869675251658631132e-02 6.445956969500542533e-01
5.623413251903491145e-02 6.434788328936299484e-01
6.493816315762113156e-02 6.441985759525354904e-01
7.498942093324557912e-02 6.428821032920708500e-01
8.659643233600652912e-02 6.426374436730094564e-01
1.000000000000000056e-01 6.423774900046729242e-01
1.154781984689458169e-01 6.420952884280071160e-01
1.333521432163324028e-01 6.419836180811043791e-01
1.539926526059491874e-01 6.420674907663175279e-01
1.778279410038922925e-01 6.419910571699120050e-01
2.053525026457146130e-01 6.415270449286863963e-01
2.371373705661655173e-01 6.432692298574628209e-01
2.738419634264361302e-01 6.437697271826557932e-01
3.162277660168379412e-01 6.414514992310155206e-01
3.651741272548377215e-01 6.414462094610510201e-01
4.216965034285822256e-01 6.460679429789927264e-01
4.869675251658631132e-01 6.476734436653825977e-01
5.623413251903490728e-01 6.546830413182814778e-01
6.493816315762113156e-01 6.564356550190811879e-01
7.498942093324558744e-01 6.546240303409500694e-01
8.659643233600653467e-01 6.535950581462716125e-01
1.000000000000000000e+00 6.465259937981363558e-01
1.154781984689458252e+00 6.455481412885676340e-01
1.333521432163323972e+00 6.470028648293164597e-01
1.539926526059492096e+00 6.416257700045490120e-01
1.778279410038922759e+00 6.379625422784920286e-01
2.053525026457146296e+00 6.387672224855700520e-01
2.371373705661655062e+00 6.391208725504442523e-01
2.738419634264361413e+00 6.331238798095595310e-01
3.162277660168379523e+00 6.229341226141656973e-01
3.651741272548377104e+00 6.248812944796396929e-01
4.216965034285822256e+00 6.103541204660554165e-01
4.869675251658630799e+00 6.202474051227220286e-01
5.623413251903491172e+00 6.319273882128959574e-01
6.493816315762113156e+00 6.161430490249939496e-01
7.498942093324558300e+00 6.334774943899220689e-01
8.659643233600654355e+00 6.026437027031562588e-01
1.000000000000000000e+01 6.202342385209269615e-01
1.154781984689458163e+01 6.217952160836609510e-01
1.333521432163323972e+01 6.241363701511529749e-01
1.539926526059491962e+01 6.231225683175403152e-01
1.778279410038922848e+01 6.266816146800289200e-01
2.053525026457145941e+01 6.285087173367818192e-01
2.371373705661655151e+01 6.307836532627935089e-01
2.738419634264361235e+01 6.145525007353532798e-01
3.162277660168379256e+01 5.723735572544899064e-01
3.651741272548377282e+01 5.436244591034494755e-01
4.216965034285822611e+01 5.292032296409123759e-01
4.869675251658630799e+01 5.275318675576047278e-01
5.623413251903490817e+01 5.246931558718926913e-01
6.493816315762113334e+01 5.249044023683826499e-01
7.498942093324558300e+01 5.294091651306885860e-01
8.659643233600652934e+01 5.301612449910049207e-01
1.000000000000000000e+02 5.259771912594608523e-01
1.154781984689458199e+02 5.216076463756205150e-01
1.333521432163323936e+02 5.231690438576439561e-01
