7.498942093324557912e-03 8.368029436820474398e-01
8.659643233600654300e-03 8.368662274126749123e-01
1.000000000000000021e-02 8.369388631720767746e-01
1.154781984689458134e-02 8.370221500735012254e-01
1.333521432163324062e-02 8.371175385237399347e-01
1.539926526059491943e-02 8.372266369138736675e-01
1.778279410038922925e-02 8.373512137258440902e-01
2.053525026457145991e-02 8.374931924675051986e-01
2.371373705661655382e-02 8.376546358339318488e-01
2.738419634264361441e-02 8.378377141322395083e-01
3.162277660168379134e-02 8.380446512002480697e-01
3.651741272548376938e-02 8.382776386768668875e-01
4.216965034285822395e-02 8.385387064121071488e-01
4.869675251658631132e-02 8.388295329078273577e-01
5.623413251903491145e-02 8.391511748627831224e-01
6.493816315762113156e-02 8.395036891603004925e-01
7.498942093324557912e-02 8.398856141895654215e-01
8.659643233600652912e-02 8.402932708080452784e-01
1.000000000000000056e-01 8.407198377216982266e-01
1.154781984689458169e-01 8.411541536900960514e-01
1.333521432163324028e-01 8.415792030859403638e-01
1.539926526059491874e-01 8.419702566093720808e-01
1.778279410038922925e-01 8.422926708730066325e-01
2.053525026457146130e-01 8.424994037496956745e-01
2.371373705661655173e-01 8.425283768399693951e-01
2.738419634264361302e-01 8.422999016275631856e-01
3.162277660168379412e-01 8.417144539928368419e-01
3.651741272548377215e-01 8.406510853351192303e-01
4.216965034285822256e-01 8.389666429089445154e-01
4.869675251658631132e-01 8.364957125271939020e-01
5.623413251903490728e-01 8.330508586089210299e-01
6.493816315762113156e-01 8.284225153370247119e-01
7.498942093324558744e-01 8.223780391207654583e-01
8.659643233600653467e-01 8.146600475811723863e-01
1.000000000000000000e+00 8.049848373879888719e-01
1.154781984689458252e+00 7.930415767853684628e-01
1.333521432163323972e+00 7.784919325592498662e-01
1.539926526059492096e+00 7.609703645076092426e-01
1.778279410038922759e+00 7.400937459889342929e-01
2.053525026457146296e+00 7.155067095147462641e-01
2.371373705661655062e+00 6.869882629429739929e-01
2.738419634264361413e+00 6.545778829480066729e-01
3.162277660168379523e+00 6.185996144485873538e-01
3.651741272548377104e+00 5.795096556149590405e-01
4.216965034285822256e+00 5.375223536475622899e-01
4.869675251658630799e+00 4.917894352339541864e-01
5.623413251903491172e+00 4.391680941075393196e-01
6.493816315762113156e+00 3.745821517439655302e-01
7.498942093324558300e+00 2.971181640151924208e-01
8.659643233600654355e+00 2.187470917830437178e-01
1.000000000000000000e+01 1.578606720298935950e-01
1.154781984689458163e+01 1.180816610120230259e-01
1.333521432163323972e+01 8.844810057010842053e-02
1.539926526059491962e+01 6.429780848003606442e-02
1.778279410038922848e+01 4.703992556382786266e-02
2.053525026457145941e+01 3.662700937175838306e-02
2.371373705661655151e+01 3.085487628594214479e-02
2.738419634264361235e+01 2.692684312015685907e-02
3.162277660168379256e+01 2.318908618929270068e-02
3.651741272548377282e+01 2.124930521678862830e-02
4.216965034285822611e+01 1.952750229111329533e-02
4.869675251658630799e+01 1.476481111292045345e-02
5.623413251903490817e+01 1.055176559591302840e-02
6.493816315762113334e+01 7.262313491187669806e-03
7.498942093324558300e+01 3.888844120532395070e-03
8.659643233600652934e+01 2.017377490976326321e-03
1.000000000000000000e+02 3.077823231530304408e-03
1.154781984689458199e+02 1.639921458736568610e-02
1.333521432163323936e+02 8.524717247283916666e-02
