0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.200000000000000261e-02
0.000000000000000000e+00 8.400000000000000522e-02
0.000000000000000000e+00 1.260000000000000009e-01
0.000000000000000000e+00 1.680000000000000104e-01
0.000000000000000000e+00 2.100000000000000200e-01
0.000000000000000000e+00 2.520000000000000018e-01
0.000000000000000000e+00 2.940000000000000391e-01
0.000000000000000000e+00 3.360000000000000209e-01
0.000000000000000000e+00 3.780000000000000027e-01
0.000000000000000000e+00 4.200000000000000400e-01
0.000000000000000000e+00 4.620000000000000218e-01
0.000000000000000000e+00 5.040000000000000036e-01
0.000000000000000000e+00 5.460000000000000409e-01
0.000000000000000000e+00 5.880000000000000782e-01
0.000000000000000000e+00 6.300000000000000044e-01
0.000000000000000000e+00 6.720000000000000417e-01
3.607503607503614318e-01 7.140000000000000790e-01
3.607503607503603771e-01 7.560000000000000053e-01
1.563251563251561782e+00 7.980000000000000426e-01
1.082251082251084240e+00 8.400000000000000799e-01
2.405002405002402810e+00 8.820000000000000062e-01
1.924001924001922381e+00 9.240000000000000435e-01
1.322751322751325231e+00 9.660000000000000808e-01
1.803751803751802107e+00 1.008000000000000007e+00
1.322751322751321679e+00 1.050000000000000044e+00
2.044252044252042655e+00 1.092000000000000082e+00
7.215007215007207542e-01 1.134000000000000119e+00
2.405002405002415466e-01 1.176000000000000156e+00
9.620009620009611906e-01 1.217999999999999972e+00
2.405002405002402976e-01 1.260000000000000009e+00
7.215007215007207542e-01 1.302000000000000046e+00
6.012506012506007025e-01 1.344000000000000083e+00
2.405002405002402976e-01 1.386000000000000121e+00
6.012506012506007025e-01 1.428000000000000158e+00
4.810004810004830933e-01 1.470000000000000195e+00
8.417508417508410279e-01 1.512000000000000011e+00
2.405002405002402976e-01 1.554000000000000048e+00
7.215007215007207542e-01 1.596000000000000085e+00
2.405002405002402976e-01 1.638000000000000123e+00
3.607503607503603771e-01 1.680000000000000160e+00
2.405002405002415466e-01 1.722000000000000197e+00
7.215007215007207542e-01 1.764000000000000012e+00
4.810004810004805953e-01 1.806000000000000050e+00
0.000000000000000000e+00 1.848000000000000087e+00
2.405002405002402976e-01 1.890000000000000124e+00
4.810004810004805953e-01 1.932000000000000162e+00
2.405002405002415466e-01 1.974000000000000199e+00
0.000000000000000000e+00 2.016000000000000014e+00
0.000000000000000000e+00 2.058000000000000274e+00
